article,study_ID,reference,product_type,product_detail,product,innovativeness,sustainability,health,animal_welfare,first_year,period_data_collection,choice_experiment,collection_type,sample_size,continent,country,dependent_variable,consumer_type,consumer_group_paper,WTP_estimate,WTP_adjusted,unit,reference_product,price_WTP_reference,relative_difference,WTP_OR_logit_coefficient,SE_OR_SD,Price_estimate,SE_price,SE_WTP,relative_SE_WTP,group_share
"Asioli, D., Fuentes-Pila, J., Alarcón, S., Han, J., Liu, J., Hocquette, J. F., & Nayga, R. M. (2022). Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments. Food Policy, 112, 102376.",asioli2022,Asioli et al. (2022),lab_gene_engin,beef,cultured beef burger,1,1,1,1,2020,2020,1,online,216,Europe,UK,mWTP,intermediate,undecided,-1.1,8.950000000000001,Pound/kg,regular beef burger,10.050000000000001,-0.10945273631840792,-1.1000000000000001,0.59,NA,NA,0.59,0.058706467661691526,0.3287037037037037
"Asioli, D., Fuentes-Pila, J., Alarcón, S., Han, J., Liu, J., Hocquette, J. F., & Nayga, R. M. (2022). Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments. Food Policy, 112, 102376.",asioli2022,Asioli et al. (2022),lab_gene_engin,beef,cultured beef burger,1,1,1,1,2020,2020,1,online,216,Europe,UK,mWTP,technology_open,innovators,5.1,15.15,Pound/kg,regular beef burger,10.050000000000001,0.5074626865671641,5.0999999999999996,1.1100000000000001,NA,NA,1.1100000000000001,0.11044776119402984,0.4675925925925926
"Asioli, D., Fuentes-Pila, J., Alarcón, S., Han, J., Liu, J., Hocquette, J. F., & Nayga, R. M. (2022). Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments. Food Policy, 112, 102376.",asioli2022,Asioli et al. (2022),lab_gene_engin,beef,cultured beef burger,1,1,1,1,2020,2020,1,online,216,Europe,Spain,mWTP,traditionalist,traditionalist,-13.76,-2.76,€/kg,regular beef burger,11,-1.250909090909091,-13.76,2.14,NA,NA,2.14,0.19454545454545452,0.3055555555555556
"Asioli, D., Fuentes-Pila, J., Alarcón, S., Han, J., Liu, J., Hocquette, J. F., & Nayga, R. M. (2022). Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments. Food Policy, 112, 102376.",asioli2022,Asioli et al. (2022),lab_gene_engin,beef,cultured beef burger,1,1,1,1,2020,2020,1,online,216,Europe,Spain,mWTP,intermediate,undecided,0.41,11.41,€/kg,regular beef burger,11,0.037272727272727284,0.41,5.0199999999999996,NA,NA,5.0199999999999996,0.4563636363636363,0.3194444444444444
"Asioli, D., Fuentes-Pila, J., Alarcón, S., Han, J., Liu, J., Hocquette, J. F., & Nayga, R. M. (2022). Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments. Food Policy, 112, 102376.",asioli2022,Asioli et al. (2022),lab_gene_engin,beef,cultured beef burger,1,1,1,1,2020,2020,1,online,216,Europe,Spain,mWTP,technology_open,innovators,3.35,14.35,€/kg,regular beef burger,11,0.3045454545454545,3.35,0.8,NA,NA,0.8,0.07272727272727274,0.375
"Asioli, D., Fuentes-Pila, J., Alarcón, S., Han, J., Liu, J., Hocquette, J. F., & Nayga, R. M. (2022). Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments. Food Policy, 112, 102376.",asioli2022,Asioli et al. (2022),lab_gene_engin,beef,cultured beef burger,1,1,1,1,2020,2020,1,online,216,Europe,France,mWTP,traditionalist,traditionalist,-22.49,-11.489999999999998,€/kg,regular beef burger,11,-2.0445454545454544,-22.49,5.14,NA,NA,5.14,0.4672727272727272,0.2962962962962963
"Asioli, D., Fuentes-Pila, J., Alarcón, S., Han, J., Liu, J., Hocquette, J. F., & Nayga, R. M. (2022). Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments. Food Policy, 112, 102376.",asioli2022,Asioli et al. (2022),lab_gene_engin,beef,cultured beef burger,1,1,1,1,2020,2020,1,online,216,Europe,France,mWTP,intermediate,undecided,-0.48,10.52,€/kg,regular beef burger,11,-0.043636363636363674,-0.48,2.38,NA,NA,2.38,0.21636363636363637,0.4074074074074074
"Asioli, D., Fuentes-Pila, J., Alarcón, S., Han, J., Liu, J., Hocquette, J. F., & Nayga, R. M. (2022). Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments. Food Policy, 112, 102376.",asioli2022,Asioli et al. (2022),lab_gene_engin,beef,cultured beef burger,1,1,1,1,2020,2020,1,online,216,Europe,France,mWTP,technology_open,innovators,2.68,13.68,€/kg,regular beef burger,11,0.24363636363636362,2.68,1.1000000000000001,NA,NA,1.1000000000000001,0.1,0.2962962962962963
"Banovic, M., Asioli, D., & Sogari, G. (2025). Cross-cultural consumer valuation of precision fermentation milk: effects of information, individual traits, and labelling preferences. Food Quality and Preference, 105570.",banovic2025,Banovic et al. (2025),lab_gene_engin,milk,precision fermentation milk,1,1,1,1,NA,NA,1,online,292,Europe,Denmark,mWTP,average,average,-34.19,-16.689999999999998,kr/lt,regular milk,17.5,-1.9537142857142855,-34.19,3.09,NA,NA,3.09,0.17657142857142857,1
"Banovic, M., Asioli, D., & Sogari, G. (2025). Cross-cultural consumer valuation of precision fermentation milk: effects of information, individual traits, and labelling preferences. Food Quality and Preference, 105570.",banovic2025,Banovic et al. (2025),plant_based,milk,plant-based milk,0,1,1,1,NA,NA,1,online,292,Europe,Denmark,mWTP,average,average,-27.14,-9.64,kr/lt,regular milk,17.5,-1.550857142857143,-27.14,0.49,NA,NA,0.49,0.028,1
"Banovic, M., Asioli, D., & Sogari, G. (2025). Cross-cultural consumer valuation of precision fermentation milk: effects of information, individual traits, and labelling preferences. Food Quality and Preference, 105570.",banovic2025,Banovic et al. (2025),lab_gene_engin,milk,precision fermentation milk,1,1,1,1,NA,NA,1,online,265,Europe,Italy,mWTP,average,average,-1.97,-0.09499999999999997,€/lt,regular milk,1.875,-1.0506666666666666,-1.97,0.25,NA,NA,0.25,0.13333333333333333,1
"Banovic, M., Asioli, D., & Sogari, G. (2025). Cross-cultural consumer valuation of precision fermentation milk: effects of information, individual traits, and labelling preferences. Food Quality and Preference, 105570.",banovic2025,Banovic et al. (2025),plant_based,milk,plant-based milk,0,1,1,1,NA,NA,1,online,265,Europe,Italy,mWTP,average,average,-0.55,1.325,€/lt,regular milk,1.875,-0.29333333333333333,-0.55000000000000004,0.12,NA,NA,0.12,0.064,1
"Banovic, M., Asioli, D., & Sogari, G. (2025). Cross-cultural consumer valuation of precision fermentation milk: effects of information, individual traits, and labelling preferences. Food Quality and Preference, 105570.",banovic2025,Banovic et al. (2025),lab_gene_engin,milk,precision fermentation milk,1,1,1,1,NA,NA,1,online,282,Europe,UK,mWTP,average,average,-5.6,-3.9749999999999996,pounds/lt,regular milk,1.625,-3.446153846153846,-5.6,0.51,NA,NA,0.51,0.31384615384615383,1
"Banovic, M., Asioli, D., & Sogari, G. (2025). Cross-cultural consumer valuation of precision fermentation milk: effects of information, individual traits, and labelling preferences. Food Quality and Preference, 105570.",banovic2025,Banovic et al. (2025),plant_based,milk,plant-based milk,0,1,1,1,NA,NA,1,online,282,Europe,UK,mWTP,average,average,-4.3,-2.675,pounds/lt,regular milk,1.625,-2.646153846153846,-4.3,0.45,NA,NA,0.45,0.27692307692307694,1
"Banovic, M., Asioli, D., & Sogari, G. (2025). Cross-cultural consumer valuation of precision fermentation milk: effects of information, individual traits, and labelling preferences. Food Quality and Preference, 105570.",banovic2025,Banovic et al. (2025),lab_gene_engin,milk,precision fermentation milk,1,1,1,1,NA,NA,1,online,255,North_America,USA,mWTP,average,average,-17.43,-12.555,$/lt,regular milk,4.875,-3.5753846153846154,-17.43,2.9,NA,NA,2.9,0.5948717948717949,1
"Banovic, M., Asioli, D., & Sogari, G. (2025). Cross-cultural consumer valuation of precision fermentation milk: effects of information, individual traits, and labelling preferences. Food Quality and Preference, 105570.",banovic2025,Banovic et al. (2025),plant_based,milk,plant-based milk,0,1,1,1,NA,NA,1,online,255,North_America,USA,mWTP,average,average,-11.36,-6.484999999999999,$/lt,regular milk,4.875,-2.33025641025641,-11.36,2.09,NA,NA,2.09,0.4287179487179487,1
"Barrientos, M., Lavín, F. V., Oliva, R. D. P., Nayga Jr, R. M., & Gelcich, S. (2024). Microplastics in seafood: Consumer preferences and valuation for mitigation technologies. Food Research International, 187, 114342.",barrientos2024,Barrientos et al. (2024),improved_health,seafood,mussels treated to reduce microplastic to 90%,0,0,1,0,2023,2023,1,online,1804,South_America,Chile,mWTP,average,average control group,3.9,7.3375,$/250 g,Non-treated mussels,3.4375,1.1345454545454547,3.9,0.17,NA,NA,0.17,0.04945454545454546,1
"Castellini, G., Vezzulli, F., Lambri, M., Sacchettini, G., Graffigna, G., Marques, A., & Capri, E. (2022). Perceptions and Liking Distortion from Information about the Nutritional Upgrades in Biofortified Seafood Products. Foods, 11(18), 2808.",castellini2022,Castellini et al. (2022),improved_health,fish,fish fed with supplements,0,0,1,0,2019,2019,0,in_person,43,Europe,Italy,WTP,average,"average of “visual-info-taste” group, after info",13.2,13.2,€/unit,fish with non-fortified feed,11.82,0.11675126903553291,NA,4.58,NA,NA,0.69844345212332937,0.059089970568809595,1
"Chaffee, O., & Ardoin, R. (2025). Consumer perceptions of plant-based and mushroom-based jerky: A focus on texture, main ingredient and protein information, and willingness to pay. Current Research in Food Science, 101058.",chaffee2025,Chaffee and Ardoin (2025),plant_based,beef,Shiitake jerky,0,1,0,0,2024,2024,0,in_person,152,North_America,USA,Optimal price point baser on Price sensitivity model,average,average of buyers (not total),6.09,6.09,$/2.5 oz bag,beef jerky,6,0.014999999999999977,NA,NA,NA,NA,NA,NA,1
"Chaffee, O., & Ardoin, R. (2025). Consumer perceptions of plant-based and mushroom-based jerky: A focus on texture, main ingredient and protein information, and willingness to pay. Current Research in Food Science, 101058.",chaffee2025,Chaffee and Ardoin (2025),plant_based,beef,king oyster jerkey,0,1,0,0,2024,2024,0,in_person,152,North_America,USA,Optimal price point baser on Price sensitivity model,average,average of buyers (not total),5.25,5.25,$/2.5 oz bag,beef jerky,6,-0.125,NA,NA,NA,NA,NA,NA,1
"Chaffee, O., & Ardoin, R. (2025). Consumer perceptions of plant-based and mushroom-based jerky: A focus on texture, main ingredient and protein information, and willingness to pay. Current Research in Food Science, 101058.",chaffee2025,Chaffee and Ardoin (2025),plant_based,beef,soy jerkey,0,1,0,0,2024,2024,0,in_person,152,North_America,USA,Optimal price point baser on Price sensitivity model,average,average of buyers (not total),6.36,6.36,$/2.5 oz bag,beef jerky,6,0.06000000000000005,NA,NA,NA,NA,NA,NA,1
"Chaffee, O., & Ardoin, R. (2025). Consumer perceptions of plant-based and mushroom-based jerky: A focus on texture, main ingredient and protein information, and willingness to pay. Current Research in Food Science, 101058.",chaffee2025,Chaffee and Ardoin (2025),plant_based,beef,pea/fava bean jerkey,0,1,0,0,2024,2024,0,in_person,152,North_America,USA,Optimal price point baser on Price sensitivity model,average,average of buyers (not total),6.31,6.31,$/2.5 oz bag,beef jerky,6,0.051666666666666604,NA,NA,NA,NA,NA,NA,1
"Edenbrandt, A. K., & Lagerkvist, C. J. (2024). Can gene-editing accelerate the protein shift? Consumer acceptance of an upcycled meat-substitute. Food Policy, 126, 102665.",edenbrandt2025,Edenbrandt and Lagerkvist (2024),plant_based,sausage,soy,0,1,0,0,2023,2023,1,online,515,Europe,Sweden,WTP,average,"average of control group, crop from EU",-137.82,-90.82,SEK/400g,sausage based on 55% meat,47,-2.9323404255319145,NA,NA,NA,NA,20.581632653061227,0.4379070777247069,1
"Edenbrandt, A. K., & Lagerkvist, C. J. (2024). Can gene-editing accelerate the protein shift? Consumer acceptance of an upcycled meat-substitute. Food Policy, 126, 102665.",edenbrandt2025,Edenbrandt and Lagerkvist (2024),plant_based,sausage,potato,0,1,0,0,2023,2023,1,online,515,Europe,Sweden,WTP,average,"average of control group, crop from EU",-66.66,-19.659999999999997,SEK/400g,sausage based on 55% meat,47,-1.4182978723404254,NA,NA,NA,NA,12.780612244897958,0.27192792010421185,1
"Edenbrandt, A. K., & Lagerkvist, C. J. (2024). Can gene-editing accelerate the protein shift? Consumer acceptance of an upcycled meat-substitute. Food Policy, 126, 102665.",edenbrandt2025,Edenbrandt and Lagerkvist (2024),plant_based,sausage,pea,0,1,0,0,2023,2023,1,online,515,Europe,Sweden,WTP,average,"average of control group, crop from EU",-121.46,-74.46,SEK/400g,sausage based on 55% meat,47,-2.584255319148936,NA,NA,NA,NA,23.160714285714288,0.4927811550151977,1
"Jiang, X., Chen, X., & Wu, L. (2024). Chinese consumers’ valuation for prepared plant‐based meat products: Does environmental information matter?. Journal of Food Science, 89(9), 5823-5840.",jiang2024,Jiang et al. (2024),plant_based,beef,Plant-based meat ball,0,1,0,0,2023,2023,1,in_person,643,Asia,China,mWTP,average,average control group,11.12,30.119999999999997,yuan/250g,bag of beef meat balls,19,0.5852631578947367,11.12,3.38,NA,NA,3.38,0.17789473684210524,1
"Jin, S., Zhai, Q., Yuan, R., Asioli, D., & Nayga Jr, R. M. (2025). Personality matters in consumer preferences for cultured meat in China. Food Quality and Preference, 123, 105317.",jin2025,Jin et al. (2025),lab_gene_engin,chicken,cultured chicken,1,1,1,1,2019,2019,1,online,285,Asia,China,mWTP,average,average,1.85,18.25,RMB/500g,conventional chicken,16.399999999999999,0.11280487804878059,NA,NA,NA,NA,3.8443877551020411,0.23441388750622205,1
"Khalil, R., Kallas, Z., Pujolà, M., & Haddarah, A. (2024). Consumers´ willingness to pay for snacks enriched with insects: A trending and sustainable protein source. Future Foods, 9, 100360.",khalil2024,Khalil et al. (2024),insects,yoghurt,yoghurt enriched with instect protein,1,1,0,0,2020,2020,0,online,1064,Europe,Spain,WTP,average,average,0.36,1.8599999999999999,€/ 125 g yogurt,conventional yoghurt,1.5,0.2399999999999999,NA,0.41231056256176607,NA,NA,1.2640191299589796E-2,0.00842679419972653,1
"Lim, K. H., Nayga, R. M., & Yang, W. (2024). Were consumers of plant-based beef substitutes buyers of organic or grass-fed beef? Insights from correlations in willingness to pay. Journal of Cleaner Production, 452, 142176.",lim2024,Lim et al. (2024),plant_based,beef,plant-based beef,0,1,0,0,2020,2020,1,online,1221,North_America,USA,WTP,average,average,-3.36,10.14,USD/beef package,WTP opt-out to be interpreted as WTP for conventional beef acc to paper,13.5,-0.24888888888888885,-3.36,0.13,NA,NA,0.13,0.00962962962962963,1
"McCluskey, J. J., Gallardo, R. K., & Ma, X. (2025). Is ignorance bliss? Milk from gene-edited cows and animal welfare considerations. Agricultural and Resource Economics Review, 1-32.",mccluskey2025,McClusckey et al. (2025),lab_gene_engin,milk,Gene-edited cows milk,1,0,0,1,2023,2023,1,online,487,North_America,USA,WTP,average,"average no information treatment, no interaction model",-2.53,1.7600000000000002,USD/gallon,Baseline WTP for gallon of milk,4.29,-0.5897435897435896,-2.5299999999999998,0.16,NA,NA,0.16,0.037296037296037296,1
"Mustapa, M. A. C., Kajad, N., & Kallas, Z. (2025). Context matters: how different information influences consumer preferences and willingness to pay for animal products fed with insects. Journal of Insects as Food and Feed, 1(aop), 1-17.",mustapa2025,Mustapa et al. (2025),insects,pork,Insect-fed pork,1,1,0,0,2023,2023,0,online,339,Europe,Spain,WTP no information group,average,average no information treatment,1.71,8.84,€/kg,reported mean price pork,7.13,0.23983169705469845,NA,NA,NA,NA,0.13958323977454709,0.019576891973989773,1
"Mustapa, M. A. C., Kajad, N., & Kallas, Z. (2025). Context matters: how different information influences consumer preferences and willingness to pay for animal products fed with insects. Journal of Insects as Food and Feed, 1(aop), 1-17.",mustapa2025,Mustapa et al. (2025),insects,chicken,Insect-fed chicken,1,1,0,0,2023,2023,0,online,339,Europe,Spain,WTP no information group,average,average no information treatment,1.97,8.8,€/kg,reported mean price chicken,6.83,0.2884333821376282,NA,NA,NA,NA,0.21127579872489813,0.03093349908124424,1
"Mustapa, M. A. C., Kajad, N., & Kallas, Z. (2025). Context matters: how different information influences consumer preferences and willingness to pay for animal products fed with insects. Journal of Insects as Food and Feed, 1(aop), 1-17.",mustapa2025,Mustapa et al. (2025),insects,eggs,Insect-fed chickens eggs,1,1,0,0,2023,2023,0,online,339,Europe,Spain,WTP no information group,average,average no information treatment,1.14,4.45,€/kg,reported mean price egg,3.31,0.34441087613293053,NA,NA,NA,NA,4.8881290193421162E-3,0.0014767761387740532,1
"Ornelas Herrera, S. I., Kallas, Z., Serebrennikov, D., Thorne, F., & McCarthy, S. N. (2024). Circular farming: EU consumers’ purchase intention and willingness to pay for circular beef–a discrete choice experiment within the theory of planned behaviour. Journal of Environmental Planning and Management, 1-22.",ornelas2024,Ornelas Herrera et al. (2024),improved_environmental_footprint,beef,Circular beef,0,1,0,0,2022,2022,1,online,1056,Europe,Spain,WTP,average,average,10.88,10.88,€/500g,WTP conventional beef,5.91,0.840947546531303,NA,NA,NA,NA,0.49234693877551017,0.08330743464898649,1
"Ornelas Herrera, S. I., Kallas, Z., Serebrennikov, D., Thorne, F., & McCarthy, S. N. (2024). Circular farming: EU consumers’ purchase intention and willingness to pay for circular beef–a discrete choice experiment within the theory of planned behaviour. Journal of Environmental Planning and Management, 1-22.",ornelas2024,Ornelas Herrera et al. (2024),improved_environmental_footprint,beef,Circular beef,0,1,0,0,2022,2022,1,online,1047,Europe,Germany,WTP,average,average,9.72,9.72,€/500g,WTP conventional beef,3.08,2.155844155844156,NA,NA,NA,NA,0.49489795918367335,0.16068115557911472,1
"Ornelas Herrera, S. I., Kallas, Z., Serebrennikov, D., Thorne, F., & McCarthy, S. N. (2024). Circular farming: EU consumers’ purchase intention and willingness to pay for circular beef–a discrete choice experiment within the theory of planned behaviour. Journal of Environmental Planning and Management, 1-22.",ornelas2024,Ornelas Herrera et al. (2024),improved_environmental_footprint,beef,Circular beef,0,1,0,0,2022,2022,1,online,1046,Europe,Italy,WTP,average,average,13.97,13.97,€/500g,WTP conventional beef,4.4000000000000004,2.175,NA,NA,NA,NA,1.0025510204081631,0.22785250463821888,1
"Ornelas Herrera, S. I., Kallas, Z., Serebrennikov, D., Thorne, F., & McCarthy, S. N. (2024). Circular farming: EU consumers’ purchase intention and willingness to pay for circular beef–a discrete choice experiment within the theory of planned behaviour. Journal of Environmental Planning and Management, 1-22.",ornelas2024,Ornelas Herrera et al. (2024),improved_environmental_footprint,beef,Circular beef,0,1,0,0,2022,2022,1,online,1050,Europe,Netherlands,WTP,average,average,8.92,8.92,€/500g,WTP conventional beef,5.38,0.6579925650557621,NA,NA,NA,NA,0.3392857142857143,0.06306425916091345,1
"Ornelas Herrera, S. I., Kallas, Z., Serebrennikov, D., Thorne, F., & McCarthy, S. N. (2024). Circular farming: EU consumers’ purchase intention and willingness to pay for circular beef–a discrete choice experiment within the theory of planned behaviour. Journal of Environmental Planning and Management, 1-22.",ornelas2024,Ornelas Herrera et al. (2024),improved_environmental_footprint,beef,Circular beef,0,1,0,0,2022,2022,1,online,1047,Europe,Czechia,WTP,average,average,6.18,6.18,€/500g,WTP conventional beef,5.4,0.14444444444444432,NA,NA,NA,NA,0.34693877551020419,0.06424792139077855,1
"Pandey, S., Budhathoki, M., & Thomsen, M. (2025). Consumer intentions and willingness to pay for seaweed-fed cow's milk: The impact of attitude, knowledge, taste, and price. Future Foods, 11, 100539.",pandey2025,Pandey et al. (2025),improved_environmental_footprint,milk,seaweed-fed cow's milk,1,1,0,0,2024,2024,0,online,428,Europe,Denmark,WTP,average,average,7.4,20.4,DKK/litre,regular milk price,13,0.5692307692307691,NA,NA,NA,NA,0.26488579799851181,0.020375830615270134,1
"Yuan, Y., Nguyen, M., Zhang, Y., & Cheah, I. (2025). The roles of Psychological distance and digital blockchain technology in mitigating consumer reluctance toward alternative proteins. Appetite, 211, 108008.",yuan2025,Yuan et al. (2025),lab_gene_engin,beef,cultured beef burger,1,1,0,0,NA,contact author,0,online,235,North_America,USA,WTP,average,average in study 1,5.18,5.18,$/200g beef,conventional beef,6.4489999999999998,-0.19677469375096918,NA,NA,NA,NA,0.17338880181760494,0.02688615317376414,1
"Yang, M., Min, S., Nguyen, T. T., & Qing, P. (2024). Promoting artificial meat to improve food security and reduce resource-environment pressure: is it practicable in China?. Frontiers in Sustainable Food Systems, 8, 1488747.",yang2024,Yang et al. (2024),lab_gene_engin,beef,cultured beef burger,1,1,1,0,2020,2020,1,online,528,Asia,China,mWTP,average,average of control group,-35.944,-35.944,Yuan/ burger,conventional beef burger price,30,-2.1981333333333333,-35.944000000000003,13.659000000000001,NA,NA,13.659000000000001,0.4553,1
"Yang, M., Min, S., Nguyen, T. T., & Qing, P. (2024). Promoting artificial meat to improve food security and reduce resource-environment pressure: is it practicable in China?. Frontiers in Sustainable Food Systems, 8, 1488747.",yang2024,Yang et al. (2024),plant_based,beef,Plant-based burger,1,1,1,0,2020,2020,1,online,528,Asia,China,mWTP,average,average of control group,-28.436,-28.436,Yuan/ burger,conventional beef burger price,30,-1.9478666666666666,-28.436,10.792,NA,NA,10.792,0.3597333333333333,1
"Wang, Z., & Li, K. (2023). Can environmentally themed music increase consumers' willingness to pay for low-carbon food? A discrete choice experiment method. Frontiers in Sustainable Food Systems, 7, 1302511.",wang2023,Wang and Li (2023),lab_gene_engin,meat,cultured meat,1,1,0,0,2023,2023,1,online,279,Asia,China,WTP,average,average control group,-60.66,-60.66,yuan/500g,conventional beef 500g,54,-2.123333333333333,-1.538,0.17199999999999999,-2.5000000000000001E-2,4.0000000000000001E-3,11.841407342415609,0.21928532115584465,1
"Roccatello, R., Cerroni, S., & Dabbou, S. (2024). Sustainability of insect-based feed and consumer willingness to pay for novel food: A stated preference study. Future Foods, 9, 100336.",roccatello2024,Roccatello et al. (2024),insects,chicken,Insect-fed chicken,1,1,0,1,2023,2023,0,online,128,Europe,Italy,WTP,average,average control group,-1.09,2.1100000000000003,€/400g chicken breast,conventional chicken,3.2,-0.34062499999999996,-1.0900000000000001,1.46,NA,NA,0.12904698756654492,0.040327183614545285,1
"Su, W., Zhang, Y. Y., & Sheng, J. (2024). Consumers’ willingness to pay for alternative protein food products: taste preference, health, and environmental concerns. Applied Economics, 1-17.",su2024,Su et al. (2024),plant_based,beef,Plant-based hamburger,1,1,0,0,2022,2022,1,online,1052,Asia,China,WTP,average,average,-9.788,13.378666666666668,CNY/burger,conventional beef,23.166666666666668,-0.4225035971223021,-1.5831,6.8000000000000005E-2,-0.152,2E-3,0.43971443733028981,0.018980479309221143,1
"Su, W., Zhang, Y. Y., & Sheng, J. (2024). Consumers’ willingness to pay for alternative protein food products: taste preference, health, and environmental concerns. Applied Economics, 1-17.",su2024,Su et al. (2024),lab_gene_engin,beef,Cell-cultured hamburger,1,1,0,0,2022,2022,1,online,1052,Asia,China,WTP,average,average,-17.338,5.828666666666667,CNY/burger,conventional beef,23.166666666666668,-0.7484028776978418,-2.9306000000000001,8.6999999999999994E-2,-0.152,2E-3,0.56300026941093917,0.024302169902630465,1
"Su, W., Zhang, Y. Y., & Sheng, J. (2024). Consumers’ willingness to pay for alternative protein food products: taste preference, health, and environmental concerns. Applied Economics, 1-17.",su2024,Su et al. (2024),plant_based,chicken,Plant-based chicken nuggets,1,1,0,0,2022,2022,1,online,1052,Asia,China,WTP,average,average,-8.912,9.754666666666667,CNY/nuggets,conventional chicken,18.666666666666668,-0.4774285714285714,-1.7373000000000001,7.8E-2,-0.20449999999999999,3.0000000000000001E-3,0.42094180809131171,0.022550454004891696,1
"Su, W., Zhang, Y. Y., & Sheng, J. (2024). Consumers’ willingness to pay for alternative protein food products: taste preference, health, and environmental concerns. Applied Economics, 1-17.",su2024,Su et al. (2024),lab_gene_engin,chicken,Cell-cultured chicken nuggets,1,1,0,0,2022,2022,1,online,1052,Asia,China,WTP,average,average,-14.616,4.050666666666668,CNY/nuggets,conventional chicken,18.666666666666668,-0.7829999999999999,-3.5284,0.1,-0.20449999999999999,3.0000000000000001E-3,0.46644164778014463,0.024987945416793465,1
"Su, W., Zhang, Y. Y., & Sheng, J. (2024). Consumers’ willingness to pay for alternative protein food products: taste preference, health, and environmental concerns. Applied Economics, 1-17.",su2024,Su et al. (2024),plant_based,pork,Plant-based pork moon cake,1,1,0,0,2022,2022,1,online,1052,Asia,China,WTP,average,average,-5.952,3.381333333333334,CNY/moon-cakes,conventional pork,9.3333333333333339,-0.6377142857142857,-1.9678,8.8999999999999996E-2,-0.33979999999999999,5.0000000000000001E-3,0.28308661314365313,0.03033070855110569,1
"Su, W., Zhang, Y. Y., & Sheng, J. (2024). Consumers’ willingness to pay for alternative protein food products: taste preference, health, and environmental concerns. Applied Economics, 1-17.",su2024,Su et al. (2024),lab_gene_engin,pork,Cell-cultured pork moon cake,1,1,0,0,2022,2022,1,online,1052,Asia,China,WTP,average,average,-9.64,-0.30666666666666664,CNY/moon-cakes,conventional pork,9.3333333333333339,-1.032857142857143,-3.3136999999999999,0.122,-0.33979999999999999,5.0000000000000001E-3,0.38221088492635258,0.040951166242109205,1
"Szczepanski, L., Leugner, S. L., & Fiebelkorn, F. (2025). The consumption of milk and milk alternatives among young people in Germany: a comparative analysis of consumer groups. Appetite, 108229.",szczepanski2025,Szczepanski et al. (2025),lab_gene_engin,milk,animal-free milk based on microorganisms and fermentation,1,1,0,1,2024,2024,0,online,659,Europe,Germany,WTP,average,average,1.53,1.53,€/litre,cow milk,1.3900000000000001,0.10071942446043157,NA,0.66,NA,NA,2.5709949775343455E-2,0.018496366744851406,1
"Tobias-Mamina, R., Jordaan, Y., Lin, L., & Ortega, D. L. (2025). The Effects of Information and Naming Restriction on South African Consumer Preferences for Farm-raised Meat and Meat Alternatives. Future Foods, 100685.",tobiasmamina2025,Tobias-Mamina et al. (2025),insects,beef burger,Insect-based patty,1,1,1,0,2024,2024,1,online,261,Africa,South Africa,WTP,average,average control group,-32.78,-32.78,ZAR/450 g,Farm-raised beef,195.94,-1.1672961110544045,NA,17.760000000000002,NA,NA,17.760000000000002,0.09063999183423496,1
"Tobias-Mamina, R., Jordaan, Y., Lin, L., & Ortega, D. L. (2025). The Effects of Information and Naming Restriction on South African Consumer Preferences for Farm-raised Meat and Meat Alternatives. Future Foods, 100685.",tobiasmamina2025,Tobias-Mamina et al. (2025),plant_based,beef burger,Plant-based patty,1,1,1,0,2024,2024,1,online,261,Africa,South Africa,WTP,average,average control group,76.99,76.99,ZAR/450 g,Farm-raised beef,195.94,-0.6070735939573338,NA,7.49,NA,NA,7.49,0.03822598754720833,1
"Tobias-Mamina, R., Jordaan, Y., Lin, L., & Ortega, D. L. (2025). The Effects of Information and Naming Restriction on South African Consumer Preferences for Farm-raised Meat and Meat Alternatives. Future Foods, 100685.",tobiasmamina2025,Tobias-Mamina et al. (2025),lab_gene_engin,beef burger,cultured meat patty,1,1,1,0,2024,2024,1,online,261,Africa,South Africa,WTP,average,average control group,83.04,83.04,ZAR/450 g,Farm-raised beef,195.94,-0.5761967949372256,NA,6.76,NA,NA,6.76,0.03450035725222007,1
"Kulesz, M. M., Lundh, T., De Koning, D. J., & Lagerkvist, C. J. (2019). Dissuasive effect, information provision, and consumer reactions to the term ‘Biotechnology’: The case of reproductive interventions in farmed fish. PLoS One, 14(9), e0222494.",kulesz2019,Kulesz et al. (2019),lab_gene_engin,fish,biotechnologically treated fish (triploid),1,1,0,0,2016,2016,1,online,685,Europe,Sweden,WTP,average,average control group,-0.162,113.8,SEK/kg,farmed fish,130,-0.12461538461538464,NA,3.2000000000000001E-2,NA,NA,3.2,0.024615384615384612,1
